SR,AuthorID,Affiliation,Country,PersonID
"SCHOEMAKER PJH, 2013, TECHNOL FORECAST SOC",ORCID:0000-0003-3594-8769,"UNIVERSITY OF PENNSYLVANIA, US",UNITED STATES OF AMERICA,ORCID:0000-0003-3594-8769
"ZHAO C, 2018, ACADEMY OF MANAGEMENT PROCEEDINGS",NAME:YUE_FU,NO AFFILIATION,NO COUNTRY,nan
"MONTEMEZZO S, 2024",NAME:STEFANIA_MONTEMEZZO,NO AFFILIATION,NO COUNTRY,NAME:MONTEMEZZO|S
"大山 正, 1989",NAME:正_大山,NO AFFILIATION,NO COUNTRY,nan
"SPANGENBERG HH, 1999, S AFR J PSYCHOL",NAME:HAROLD_M_SCHRODER,"UNIVERSITY OF SOUTH FLORIDA, US",UNITED STATES OF AMERICA,nan
"SPANGENBERG HH, 1999, S AFR J PSYCHOL",NAME:ANDRE_DUVENAGE,"STELLENBOSCH UNIVERSITY, ZA",SOUTH AFRICA,nan
"大山 正, 1989",NAME:BERNHARD_WILPERT,NO AFFILIATION,NO COUNTRY,NAME:WILPERT|B
"GIANFRANCO C, 2025",NAME:CAPODAGLIO_GIANFRANCO,NO AFFILIATION,NO COUNTRY,NAME:GIANFRANCO|C
"GIANFRANCO C, 2025",NAME:SEMPRINI_LAURETTA,NO AFFILIATION,NO COUNTRY,NAME:LAURETTA|S
"GIANFRANCO C, 2025",NAME:DANGARSKA_VANINA_STOILOVA,NO AFFILIATION,NO COUNTRY,NAME:DANGARSKA|VS
"WILLIAMS LJ, 2010, ORGAN RES METHODS",ORCID:0000-0002-5554-5310,"WAYNE STATE UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-5554-5310
"WILLIAMS LJ, 2010, ORGAN RES METHODS",ORCID:0000-0002-5450-3573,"JOHN CARROLL UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-5450-3573
"WILLIAMS LJ, 2010, ORGAN RES METHODS",NAME:FLÁVIA_CAVAZOTTE,"INSTITUTO BRASILEIRO DE MERCADO DE CAPITAIS, BR",GERMANY,nan
"ANVARI S, 2017, INT J PROD RES",ORCID:0000-0003-4769-6714,"KOÇ UNIVERSITY, TR",TURKEY,ORCID:0000-0003-4769-6714
"ANVARI S, 2017, INT J PROD RES",NAME:METIN_TÜRKAY,"KOÇ UNIVERSITY, TR",TURKEY,NAME:TURKAY|M
"FERNANDO Y, 2018, RESOUR CONSERV RECYCL",NAME:CHARBEL_JOSÉ_CHIAPPETTA_JABBOUR,"MONTPELLIER BUSINESS SCHOOL, FR",FRANCE,NAME:JABBOUR|CJC
"FERNANDO Y, 2018, RESOUR CONSERV RECYCL",NAME:WEN-XIN_WAH,"UNIVERSITI SAINS MALAYSIA, MY",MALAYSIA,NAME:WAH|WX
"FERRO‐SOTO C, 2019, J BUS IND MARK",ORCID:0000-0001-8115-4367,"UNIVERSIDADE DE VIGO, ES",SPAIN,ORCID:0000-0001-8115-4367
"FERRO‐SOTO C, 2019, J BUS IND MARK",ORCID:0000-0002-4857-9408,"UNIVERSIDADE DE VIGO, ES",SPAIN,ORCID:0000-0002-4857-9408
"FERRO‐SOTO C, 2019, J BUS IND MARK",ORCID:0000-0001-9959-6665,"HØYSKOLEN KRISTIANIA, NO",NORWAY,ORCID:0000-0001-9959-6665
"FERRO‐SOTO C, 2019, J BUS IND MARK",NAME:JUAN_CARLOS_SOSA_VARELA,"UNIVERSITY OF TURABO, PR",PUERTO RICO,NAME:VARELA|JCS
"BANSAL P, 2004, ACAD MANAGE J",NAME:IAIN_J_CLELLAND,"RADFORD UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:CLELLAND|IJ
"BARI N, 2022",ORCID:0000-0002-6133-2565,"UNIVERSITY OF SOUTHERN QUEENSLAND, AU",AUSTRALIA,ORCID:0000-0002-6133-2565
"AFUM E, 2020",ORCID:0000-0001-6448-5009,"DALIAN MARITIME UNIVERSITY, CN",CHINA,ORCID:0000-0001-6448-5009
"AFUM E, 2020",ORCID:0000-0002-6338-4545,"UNIVERSITY OF CAPE COAST, GH",GHANA,ORCID:0000-0002-6338-4545
"AFUM E, 2020",ORCID:0000-0001-8489-9444,"DALIAN MARITIME UNIVERSITY, CN",CHINA,ORCID:0000-0001-8489-9444
"AFUM E, 2020",ORCID:0000-0002-8614-4050,"SZÉCHENYI ISTVÁN UNIVERSITY, HU",HUNGARY,ORCID:0000-0002-8614-4050
"AFUM E, 2020",NAME:LAWRENCE_YAW_KUSI,"UNIVERSITY OF CAPE COAST, GH",GHANA,NAME:KUSI|LY
"AFUM E, 2020",NAME:JOSEPH_ANKOMAH,"UNIVERSITY OF CAPE COAST, GH",GHANA,NAME:ANKOMAH|J
"BELÁS J, 2020, CORP SOC RESP ENV MA",NAME:JÁN_DVORSKÝ,"TOMAS BATA UNIVERSITY IN ZLÍN, CZ",INDIA,NAME:DVORSKY|J
"BELÁS J, 2020, CORP SOC RESP ENV MA",NAME:MARTIN_ČEPEL,"PAN-EUROPEAN UNIVERSITY, SK",SLOVAKIA,NAME:CEPEL|M
"BELTAGUI A, 2019, INT J PROD ECON",ORCID:0000-0003-2687-0971,"ASTON UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0003-2687-0971
"AVRAM D, 2008, J BUS ETHICS",NAME:DANIELA_ORTIZ_AVRAM,"MANAGEMENT CENTER INNSBRUCK, AT",AUSTRIA,NAME:AVRAM|DO
"AVRAM D, 2008, J BUS ETHICS",NAME:SVEN_KÜHNE,NO AFFILIATION,NO COUNTRY,NAME:KUHNE|S
"BALKA K, 2013, J PROD INNOVAT MANAG",ORCID:0000-0003-0398-3973,NO AFFILIATION,NO COUNTRY,ORCID:0000-0003-0398-3973
"BALKA K, 2013, J PROD INNOVAT MANAG",ORCID:0000-0001-5585-1169,NO AFFILIATION,NO COUNTRY,ORCID:0000-0001-5585-1169
"BALKA K, 2013, J PROD INNOVAT MANAG",NAME:CORNELIUS_HERSTATT,NO AFFILIATION,NO COUNTRY,NAME:HERSTATT|C
"BLANCO-PORTELA N, 2017, J CLEAN PROD",NAME:RODRIGO_LOZANO,"UNIVERSITY OF GÄVLE, SE",SWEDEN,NAME:LOZANO|R
"BOUKIS A, 2020, EUR MANAG J",ORCID:0000-0002-9196-1004,"UNIVERSITY OF SUSSEX, GB",UNITED KINGDOM,ORCID:0000-0002-9196-1004
"BOUKIS A, 2020, EUR MANAG J",ORCID:0000-0003-4317-2403,"FORDHAM UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0003-4317-2403
"BARI N, 2022",ORCID:0000-0001-9399-8604,"UNIVERSITY OF SOUTHERN QUEENSLAND, AU",AUSTRALIA,ORCID:0000-0001-9399-8604
"BATTISTI S, 2021, TECHNOL FORECAST SOC CHANGE",ORCID:0000-0002-7818-1230,"FONDAZIONE BRUNO KESSLER, IT",ITALY,ORCID:0000-0002-7818-1230
"BATTISTI S, 2021, TECHNOL FORECAST SOC CHANGE",ORCID:0000-0002-6806-4399,"UNIVERSITY OF STUTTGART, DE",GERMANY,ORCID:0000-0002-6806-4399
"BELÁS J, 2020, CORP SOC RESP ENV MA",ORCID:0000-0002-6078-2636,"TOMAS BATA UNIVERSITY IN ZLÍN, CZ",INDIA,ORCID:0000-0002-6078-2636
"BELÁS J, 2020, CORP SOC RESP ENV MA",ORCID:0000-0002-6282-9899,"AGRICULTURAL UNIVERSITY OF TIRANA, AL",ALBANIA,ORCID:0000-0002-6282-9899
"MINER AS, 2001, ADMIN SCI QUART",ORCID:0000-0001-7751-7487,"UNIVERSITY OF WISCONSIN–MADISON, US",UNITED STATES OF AMERICA,ORCID:0000-0001-7751-7487
"JONES P, 2014, INT SMALL BUS J",ORCID:0000-0003-3229-3234,"CARDIFF UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0003-3229-3234
"KAPOR M, 1996",NAME:MITCHELL_KAPOR,NO AFFILIATION,NO COUNTRY,NAME:KAPOR|M
"BRUTON G, 2009, J INT BUS STUD",NAME:TOMAS_PUKY,"VIRGINIA TECH, US",UNITED STATES OF AMERICA,NAME:PUKY|T
"CARAYANNIS E, 2014",ORCID:0000-0001-6203-8256,"BANGKOK UNIVERSITY, TH",THAILAND,ORCID:0000-0001-6203-8256
"CARAYANNIS E, 2014",NAME:CHRISTIAN_WALTER,"BANGKOK UNIVERSITY, TH",THAILAND,NAME:WALTER|C
"CHAMS N, 2018, RESOUR CONSERV RECYCL",ORCID:0000-0001-7091-0593,"UNIVERSITAT RAMON LLULL, ES",SPAIN,ORCID:0000-0001-7091-0593
"CHAMS N, 2018, RESOUR CONSERV RECYCL",NAME:JOSEP_GARCÍA-BLANDÓN,"UNIVERSITAT RAMON LLULL, ES",SPAIN,NAME:GARCIA BLANDON|J
"EIRIZ V, 2019, J SMALL BUS MANAGE",ORCID:0000-0001-8122-7060,"UNIVERSITY OF MINHO, PT",PORTUGAL,ORCID:0000-0001-8122-7060
"MYLLYMÄKI D, 2021, INT J HUM RESOUR MAN",NAME:DINA_MYLLYMÄKI,"UNIVERSITY OF VAASA, FI",FINLAND,nan
"NGUYEN TH, 2015, J SMALL BUS MANAGE",ORCID:0000-0002-6227-6964,"NORTHUMBRIA UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0002-6227-6964
"NGUYEN TH, 2015, J SMALL BUS MANAGE",NAME:MICHAEL_NEWBY,"CALIFORNIA STATE UNIVERSITY, FULLERTON, US",UNITED STATES OF AMERICA,nan
"NGUYEN TH, 2015, J SMALL BUS MANAGE",NAME:MICHAEL_MACAULAY,"VICTORIA SCHOOL OF MANAGEMENT, CH",SWITZERLAND,nan
"LEONARDI, 2011",NAME:LEONARDI,"NORTHWESTERN UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:LEONARDI|
"MCLAUGHLIN C, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-3432-3620,"UNIVERSITY OF ULSTER, GB",UNITED KINGDOM,ORCID:0000-0002-3432-3620
"CHÁVEZ R, 2020, BUS STRATEG ENVIRON",ORCID:0000-0001-8816-9780,"UNIVERSIDAD DEL DESARROLLO, CL",CHILE,ORCID:0000-0001-8816-9780
"CHÁVEZ R, 2020, BUS STRATEG ENVIRON",ORCID:0000-0002-6591-8432,"UNIVERSITY COLLEGE DUBLIN, IE",IRELAND,ORCID:0000-0002-6591-8432
"DAS M, 2020",ORCID:0000-0001-6467-1717,"INDIAN INSTITUTE OF FOREIGN TRADE, IN",INDIA,ORCID:0000-0001-6467-1717
"DAS M, 2020",ORCID:0000-0002-5997-5625,"INDIAN INSTITUTE OF FOREIGN TRADE, IN",INDIA,ORCID:0000-0002-5997-5625
"CORVELLO V, 2022, INT J ENTREP BEHAV R",ORCID:0000-0001-7502-7206,"UNIVERSITY OF CALABRIA, IT",ITALY,ORCID:0000-0001-7502-7206
"CORVELLO V, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-5209-8674,"UNIVERSITY OF CALABRIA, IT",ITALY,ORCID:0000-0002-5209-8674
"CORVELLO V, 2022, INT J ENTREP BEHAV R",ORCID:0000-0002-5829-8896,"UNIVERSITY OF CALABRIA, IT",ITALY,ORCID:0000-0002-5829-8896
"CORVELLO V, 2022, INT J ENTREP BEHAV R",NAME:ANNIKA_STEIBER,"MENLO COLLEGE, US",UNITED STATES OF AMERICA,nan
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0003-3718-6075,"UNIVERSIDADE FEDERAL DE PELOTAS, BR",GERMANY,ORCID:0000-0003-3718-6075
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0002-5970-4032,"FACULDADE MERIDIONAL, BR",BRAZIL,ORCID:0000-0002-5970-4032
"DE GUIMARAES JCF, 2018, J CLEAN PROD",ORCID:0000-0003-0398-5733,"UNIVERSIDADE POTIGUAR, BR",BRAZIL,ORCID:0000-0003-0398-5733
"DELMAS M, 2004, BUS STRATEG ENVIRON",ORCID:0000-0002-1224-9159,"UNIVERSITY OF CALIFORNIA, BERKELEY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-1224-9159
"DIMAGGIO PJ, 1983, AM SOCIOL REV",ORCID:0000-0001-5330-2529,"PRINCETON UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0001-5330-2529
"CHÁVEZ R, 2020, BUS STRATEG ENVIRON",ORCID:0000-0002-0662-9059,"SWINBURNE UNIVERSITY OF TECHNOLOGY, AU",AUSTRALIA,ORCID:0000-0002-0662-9059
"CHÁVEZ R, 2020, BUS STRATEG ENVIRON",ORCID:0000-0002-8884-4667,"UNIVERSITY OF ROEHAMPTON, GB",UNITED KINGDOM,ORCID:0000-0002-8884-4667
"CHÁVEZ R, 2020, BUS STRATEG ENVIRON",ORCID:0000-0001-7794-8914,"LAHORE UNIVERSITY OF MANAGEMENT SCIENCES, PK",PAKISTAN,ORCID:0000-0001-7794-8914
"GLOVER J, 2014, INT J PROD ECON",NAME:D_CHAMPION,"LOUGHBOROUGH UNIVERSITY, GB",UNITED KINGDOM,NAME:CHAMPION|D
"GLOVER J, 2014, INT J PROD ECON",NAME:KEVIN_DANIELS,"NORWICH RESEARCH PARK, GB",UNITED KINGDOM,NAME:DANIELS|K
"GLOVER J, 2014, INT J PROD ECON",NAME:ANDREW_DAINTY,"LOUGHBOROUGH UNIVERSITY, GB",UNITED KINGDOM,NAME:DAINTY|A
"PAUL J, 2017, J INT ENTREP",NAME:PHILIPPE_HERMEL,"UNIVERSITÉ DE VERSAILLES SAINT-QUENTIN-EN-YVELINES, FR",GERMANY,NAME:HERMEL|P
"PAUL J, 2017, J INT ENTREP",NAME:ARCHANA_SRIVATAVA,NO AFFILIATION,NO COUNTRY,NAME:SRIVATAVA|A
"POHLUDKA M, 2018",ORCID:0000-0002-7276-8372,"NORTH-WEST UNIVERSITY, ZA",SOUTH AFRICA,ORCID:0000-0002-7276-8372
"POJASEK R, 2007, ENVIRON QUAL MANAGE",NAME:ROBERT_B_POJASEK,NO AFFILIATION,NO COUNTRY,NAME:POJASEK|RB
"PROVASNEK A, 2016, BUS STRATEG ENVIRON",ORCID:0000-0003-4783-9666,"BOKU UNIVERSITY, AT",AUSTRIA,ORCID:0000-0003-4783-9666
"GÜRLEK M, 2017",ORCID:0000-0002-0024-7746,"GAZI UNIVERSITY, TR",TURKEY,ORCID:0000-0002-0024-7746
"GÜRLEK M, 2017",ORCID:0000-0002-0786-3840,"GÜMÜŞHANE UNIVERSITY, TR",TURKEY,ORCID:0000-0002-0786-3840
"GÜRLEK M, 2017",ORCID:0000-0001-7665-1131,"GAZI UNIVERSITY, TR",TURKEY,ORCID:0000-0001-7665-1131
"HALL J, 2010, J BUS VENTUR",ORCID:0000-0002-4600-2517,"ARIZONA STATE UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-4600-2517
"GLASS C, 2015, BUS STRATEG ENVIRON",ORCID:0000-0002-8271-0596,"UTAH STATE UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-8271-0596
"GLASS C, 2015, BUS STRATEG ENVIRON",ORCID:0000-0001-5599-5939,"HUNTSMAN (UNITED STATES), US",UNITED STATES OF AMERICA,ORCID:0000-0001-5599-5939
"GLASS C, 2015, BUS STRATEG ENVIRON",NAME:ALICIA_R_INGERSOLL,"INGERSOLL RAND (UNITED STATES), US",UNITED STATES OF AMERICA,NAME:INGERSOLL|AR
"GLOVER J, 2014, INT J PROD ECON",ORCID:0000-0002-9317-1356,"LOUGHBOROUGH UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0002-9317-1356
"JIN B, 2017, INT ENTREP MANAGE J",NAME:SOJIN_JUNG,"HONG KONG POLYTECHNIC UNIVERSITY, HK",HONG KONG,NAME:JUNG|S
"JIN B, 2017, INT ENTREP MANAGE J",NAME:SO_WON_JEONG,"SANGMYUNG UNIVERSITY, KR",KOREA (THE REPUBLIC OF),NAME:JEONG|SW
"KAZEMIAN S, 2016",ORCID:0000-0002-3993-7381,"UNIVERSITI TEKNOLOGI MARA, MY",MALAYSIA,ORCID:0000-0002-3993-7381
"KAZEMIAN S, 2016",ORCID:0000-0002-6680-3426,"KING ABDUL AZIZ UNIVERSITY HOSPITAL, SA",SAUDI ARABIA,ORCID:0000-0002-6680-3426
"KAZEMIAN S, 2016",NAME:ABIDEEN_ADEYEMI_ADEWALE,NO AFFILIATION,NO COUNTRY,NAME:ADEWALE|AA
"GROSS-GOŁACKA E, 2020",ORCID:0000-0003-4863-9391,"UNIVERSITY OF WARSAW, PL",POLAND,ORCID:0000-0003-4863-9391
"GROSS-GOŁACKA E, 2020",ORCID:0000-0002-6773-6157,"WROCLAW UNIVERSITY OF ECONOMICS AND BUSINESS, PL",POLAND,ORCID:0000-0002-6773-6157
"GROSS-GOŁACKA E, 2020",ORCID:0000-0002-0335-0036,"WROCLAW UNIVERSITY OF ECONOMICS AND BUSINESS, PL",POLAND,ORCID:0000-0002-0335-0036
"KICKUL J, 2002, J SMALL BUS MANAGE",ORCID:0000-0002-8094-9421,"DEPAUL UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0002-8094-9421
"KUMAR R, 2019",ORCID:0000-0002-4369-3527,"MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY, IN",INDIA,ORCID:0000-0002-4369-3527
"KUMAR R, 2019",NAME:SHALINI_SHUKLA,"BABU BANARASI DAS UNIVERSITY, IN",INDIA,NAME:SHUKLA|S
"LANGWELL C, 2016, J SMALL BUS ENTERP DEV",NAME:CHRISTINA_LANGWELL,"BLACKBURN COLLEGE, US",UNITED STATES OF AMERICA,NAME:LANGWELL|C
"LANGWELL C, 2016, J SMALL BUS ENTERP DEV",NAME:DENNIS_P_HEATON,"MAHARISHI INTERNATIONAL UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:HEATON|DP
"HAN L, 2012",ORCID:0000-0002-2778-3338,"UNIVERSITY OF SURREY, GB",UNITED KINGDOM,ORCID:0000-0002-2778-3338
"HAN L, 2012",ORCID:0000-0003-4256-3357,"UNIVERSITY OF EXETER, GB",UNITED KINGDOM,ORCID:0000-0003-4256-3357
"JIN B, 2017, INT ENTREP MANAGE J",ORCID:0000-0003-1535-9879,"UNIVERSITY OF NORTH CAROLINA AT GREENSBORO, US",UNITED STATES OF AMERICA,ORCID:0000-0003-1535-9879
"GARUD R, 2013, ACAD MANAGE REV",ORCID:0000-0003-4963-8841,"UNIVERSITY OF ILLINOIS CHICAGO, US",UNITED STATES OF AMERICA,ORCID:0000-0003-4963-8841
"EIRIZ V, 2019, J SMALL BUS MANAGE",ORCID:0000-0003-3400-5996,"UNIVERSITY OF MINHO, PT",PORTUGAL,ORCID:0000-0003-3400-5996
"EIRIZ V, 2019, J SMALL BUS MANAGE",NAME:VÍTOR_FERREIRA,"UNIVERSITY OF MINHO, PT",PORTUGAL,nan
"ELLER R, 2020, J BUS RES",ORCID:0000-0003-2601-5182,"UNIVERSITÄT INNSBRUCK, AT",AUSTRIA,ORCID:0000-0003-2601-5182
"FELDMAN MS, 2011, ORGAN SCI",ORCID:0000-0003-1327-2032,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA,ORCID:0000-0003-1327-2032
"LAU C, 2019",ORCID:0000-0002-9931-1575,"UNIVERSITY OF NOTTINGHAM MALAYSIA CAMPUS, MY",MALAYSIA,ORCID:0000-0002-9931-1575
"MASSI M, 2020, J BUS IND MARK",ORCID:0000-0003-2667-9915,"UNIVERSITY OF NEW BRUNSWICK, CA",CANADA,ORCID:0000-0003-2667-9915
"MOORE S, 2008, J CLEAN PROD",NAME:SAMUEL_B_MOORE,NO AFFILIATION,NO COUNTRY,NAME:MOORE|SB
"WOOD J, 2020, HUM RESOUR DEV REV",ORCID:0000-0002-3096-5159,"JAMES COOK UNIVERSITY SINGAPORE, SG",SINGAPORE,ORCID:0000-0002-3096-5159
"XANTHOPOULOU D, 2009, J OCCUP ORGAN PSYCH",ORCID:0000-0002-2604-0962,"ERASMUS UNIVERSITY ROTTERDAM, NL",NETHERLANDS,ORCID:0000-0002-2604-0962
"GHEZZI A, 2019, TECHNOL FORECAST SOC",ORCID:0000-0002-2084-4521,"POLITECNICO DI MILANO, IT",ITALY,ORCID:0000-0002-2084-4521
"GIOTOPOULOS I, 2017, J BUS RES",ORCID:0000-0002-1513-2861,"ACADEMY OF ATHENS, GR",GREECE,ORCID:0000-0002-1513-2861
"FERNELEY E, 2006, TECHNOVATION",ORCID:0000-0002-7543-6832,"UNIVERSITY OF SALFORD, GB",UNITED KINGDOM,ORCID:0000-0002-7543-6832
"FERNELEY E, 2006, TECHNOVATION",NAME:FRANCES_BELL,"UNIVERSITY OF SALFORD, GB",UNITED KINGDOM,nan
"OLAWUMI T, 2018, J CLEAN PROD",ORCID:0000-0001-8297-3006,"HONG KONG POLYTECHNIC UNIVERSITY, HK",HONG KONG,ORCID:0000-0001-8297-3006
"PARK H, 2015",ORCID:0000-0003-1738-7494,"OKLAHOMA STATE UNIVERSITY, US",UNITED STATES OF AMERICA,ORCID:0000-0003-1738-7494
"PARRISH B, 2009, J BUS VENTUR",NAME:BRADLEY_D_PARRISH,"UNIVERSITY OF LEEDS, GB",UNITED KINGDOM,NAME:PARRISH|BD
"MARTINS V, 2019, J CLEAN PROD",ORCID:0000-0003-1633-6628,"UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP), BR",GERMANY,ORCID:0000-0003-1633-6628
"MARTINS V, 2019, J CLEAN PROD",ORCID:0000-0003-3163-6119,"UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP), BR",GERMANY,ORCID:0000-0003-3163-6119
"MARTINS V, 2019, J CLEAN PROD",ORCID:0000-0001-6816-1677,"UNIVERSIDADE FEDERAL FLUMINENSE, BR",BRAZIL,ORCID:0000-0001-6816-1677
"MARTINS V, 2019, J CLEAN PROD",ORCID:0000-0002-1241-5225,"HAW HAMBURG, DE",GERMANY,ORCID:0000-0002-1241-5225
"MASSI M, 2020, J BUS IND MARK",ORCID:0000-0003-3421-5483,"BRANDON UNIVERSITY, CA",CANADA,ORCID:0000-0003-3421-5483
"PROVASNEK A, 2016, BUS STRATEG ENVIRON",ORCID:0000-0002-0123-1893,"BOKU UNIVERSITY, AT",AUSTRIA,ORCID:0000-0002-0123-1893
"PROVASNEK A, 2016, BUS STRATEG ENVIRON",ORCID:0000-0003-3340-3941,"UNIVERSITÄT FÜR WEITERBILDUNG KREMS, AT",AUSTRIA,ORCID:0000-0003-3340-3941
"PROVASNEK A, 2016, BUS STRATEG ENVIRON",NAME:GERALD_STEINER,"UNIVERSITÄT FÜR WEITERBILDUNG KREMS, AT",AUSTRIA,NAME:STEINER|G
"MOORE S, 2008, J CLEAN PROD",NAME:SUSAN_L_MANRING,"ELON UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:MANRING|SL
"ROSÁRIO A, 2022",ORCID:0000-0003-4793-4110,"UNIVERSIDADE EUROPEIA, PT",PORTUGAL,ORCID:0000-0003-4793-4110
"ROSÁRIO A, 2022",ORCID:0000-0001-5900-2121,FUNDAÇÃO MINERVA - CULTURA - ENSINO E INVESTIGAÇÃO CIENTÍFICA,NO COUNTRY,ORCID:0000-0001-5900-2121
"MULLENS D, 2018",NAME:DRAKE_MULLENS,"TARLETON STATE UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:MULLENS|D
"OLAWUMI T, 2018, J CLEAN PROD",ORCID:0000-0003-3380-4702,"HONG KONG POLYTECHNIC UNIVERSITY, HK",HONG KONG,ORCID:0000-0003-3380-4702
"RANTALA T, 2017, J CLEAN PROD",ORCID:0000-0003-3502-9957,"LAPPEENRANTA-LAHTI UNIVERSITY OF TECHNOLOGY, FI",FINLAND,ORCID:0000-0003-3502-9957
"ROSATI F, 2018, J CLEAN PROD",ORCID:0000-0001-5085-5056,"TECHNICAL UNIVERSITY OF DENMARK, DK",DENMARK,ORCID:0000-0001-5085-5056
"ROSATI F, 2018, J CLEAN PROD",ORCID:0000-0002-9845-3432,"TECHNICAL UNIVERSITY OF DENMARK, DK",DENMARK,ORCID:0000-0002-9845-3432
"ROXAS F, 2020",ORCID:0000-0002-5271-2857,"ASIAN INSTITUTE OF MANAGEMENT, PH",PHILIPPINES,ORCID:0000-0002-5271-2857
"ROXAS F, 2020",ORCID:0000-0002-9585-4863,"ASIAN INSTITUTE OF MANAGEMENT, PH",PHILIPPINES,ORCID:0000-0002-9585-4863
"ROXAS F, 2020",ORCID:0000-0002-8947-4338,"ASIAN INSTITUTE OF MANAGEMENT, PH",PHILIPPINES,ORCID:0000-0002-8947-4338
"SALIMZADEH P, 2015",ORCID:0000-0002-9860-5301,"AUSTRALIAN INSTITUTE OF BUSINESS, AU",AUSTRALIA,ORCID:0000-0002-9860-5301
"SALIMZADEH P, 2015",NAME:JERRY_COURVISANOS,"AUSTRALIAN INSTITUTE OF BUSINESS, AU",AUSTRALIA,NAME:COURVISANOS|J
"GUTIÉRREZ J, 2018, J BUS IND MARK",ORCID:0000-0002-0120-7201,"UNIVERSIDAD DE GUADALAJARA, MX",MEXICO,ORCID:0000-0002-0120-7201
"GUTIÉRREZ J, 2018, J BUS IND MARK",ORCID:0000-0002-4661-0141,"UNIVERSIDADE DE VIGO, ES",SPAIN,ORCID:0000-0002-4661-0141
"GUTIÉRREZ J, 2018, J BUS IND MARK",ORCID:0000-0001-9267-4448,"UNIVERSIDADE DE VIGO, ES",SPAIN,ORCID:0000-0001-9267-4448
"GUTIÉRREZ J, 2018, J BUS IND MARK",ORCID:0000-0002-3062-9665,"UNIVERSIDAD DE GUADALAJARA, MX",MEXICO,ORCID:0000-0002-3062-9665
"SALAZAR N, 2020, TOURISM GEOGR",ORCID:0000-0002-8346-2977,"KU LEUVEN, BE",BELGIUM,ORCID:0000-0002-8346-2977
"SHAUKAT A, 2015, J BUS ETHICS",ORCID:0000-0002-4453-5600,"UNIVERSITY OF EXETER, GB",UNITED KINGDOM,ORCID:0000-0002-4453-5600
"SHAUKAT A, 2015, J BUS ETHICS",ORCID:0000-0003-4715-7286,"UNIVERSITY OF MANCHESTER, GB",UNITED KINGDOM,ORCID:0000-0003-4715-7286
"SHAUKAT A, 2015, J BUS ETHICS",NAME:GRZEGORZ_TROJANOWSKI,"UNIVERSITY OF EXETER, GB",UNITED KINGDOM,NAME:TROJANOWSKI|G
"STARIK M, 2013",NAME:PATRICIA_KANASHIRO,"GEORGE WASHINGTON UNIVERSITY, US",UNITED STATES OF AMERICA,NAME:KANASHIRO|P
"TESTA F, 2019, CORP SOC RESP ENV MA",ORCID:0000-0003-4494-8146,"SCUOLA SUPERIORE SANT'ANNA, IT",ITALY,ORCID:0000-0003-4494-8146
"SIEGEL R, 2019, J CLEAN PROD",ORCID:0000-0001-6462-0426,"HERIOT-WATT UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0001-6462-0426
"SIEGEL R, 2019, J CLEAN PROD",ORCID:0000-0002-8197-5736,"HERIOT-WATT UNIVERSITY, GB",UNITED KINGDOM,ORCID:0000-0002-8197-5736
"SIEGEL R, 2019, J CLEAN PROD",ORCID:0000-0001-9352-4337,"UNIVERSITÉ MOULAY ISMAIL DE MEKNES, MA",MOROCCO,ORCID:0000-0001-9352-4337
"SIEGEL R, 2019, J CLEAN PROD",NAME:BART_A_LAMEIJER,"UNIVERSITY OF AMSTERDAM, NL",NETHERLANDS,NAME:LAMEIJER|BA
"SILVESTRE B, 2018, J CLEAN PROD",ORCID:0000-0003-3530-3522,"UNIVERSITY OF MANITOBA, CA",CANADA,ORCID:0000-0003-3530-3522
